attendance_id,member_id,class_id,attended,member_name,age,gender,membership_type,is_active,class_name,difficulty,trainer_id,schedule_time,trainer_name,specialty,experience_years,payment_id,amount,method
187,135,4,1,Robert Medina,40,Female,Quarterly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,279,7500,Card
188,191,3,1,Diane Evans,34,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,389,2100,Wallet
189,122,15,1,Rachael Pearson,21,Male,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,248,800,Card
189,122,15,1,Rachael Pearson,21,Male,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,249,800,Cash
189,122,15,1,Rachael Pearson,21,Male,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,250,800,Cash
190,200,12,1,Wayne Morgan,46,Male,Quarterly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,407,7500,Wallet
191,132,19,1,Gloria Atkinson,39,Female,Quarterly,0,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,270,2100,Card
191,132,19,1,Gloria Atkinson,39,Female,Quarterly,0,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,271,800,Wallet
191,132,19,1,Gloria Atkinson,39,Female,Quarterly,0,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,272,7500,Card
192,28,15,1,Joshua Baker,51,Female,Yearly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,54,7500,Wallet
192,28,15,1,Joshua Baker,51,Female,Yearly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,55,800,Wallet
193,129,8,1,Lori Garcia,38,Male,Monthly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,262,7500,Transfer
193,129,8,1,Lori Garcia,38,Male,Monthly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,263,7500,Transfer
193,129,8,1,Lori Garcia,38,Male,Monthly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,264,800,Wallet
194,158,2,1,Joseph Hayes,45,Female,Yearly,1,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,323,7500,Card
195,187,17,1,Denise Davenport,23,Male,Monthly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,380,800,Cash
195,187,17,1,Denise Davenport,23,Male,Monthly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,381,800,Transfer
196,78,15,1,Tracy Ramirez,26,Female,Monthly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,156,2100,Transfer
196,78,15,1,Tracy Ramirez,26,Female,Monthly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,157,800,Card
196,78,15,1,Tracy Ramirez,26,Female,Monthly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,158,7500,Wallet
197,165,1,1,Mary Peck,31,Female,Quarterly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,334,800,Cash
197,165,1,1,Mary Peck,31,Female,Quarterly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,335,2100,Transfer
197,165,1,1,Mary Peck,31,Female,Quarterly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,336,7500,Wallet
198,16,16,1,Rebecca Henderson,28,Female,Quarterly,1,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,33,2100,Cash
198,16,16,1,Rebecca Henderson,28,Female,Quarterly,1,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,34,7500,Wallet
198,16,16,1,Rebecca Henderson,28,Female,Quarterly,1,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,35,2100,Card
199,103,14,1,Kathy Rivas,45,Male,Yearly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,206,800,Transfer
199,103,14,1,Kathy Rivas,45,Male,Yearly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,207,7500,Wallet
200,176,4,1,Michael Hodge,30,Male,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,360,7500,Cash
201,126,15,1,Ashley Weiss,33,Female,Yearly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,256,7500,Wallet
202,19,3,1,Debra Davidson,43,Female,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,40,2100,Wallet
203,83,20,1,Dawn Fletcher,18,Female,Monthly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,167,7500,Card
204,38,3,1,Megan Joyce,22,Male,Monthly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,73,2100,Card
204,38,3,1,Megan Joyce,22,Male,Monthly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,74,2100,Card
205,33,9,1,Mark Perez,37,Male,Monthly,1,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,62,800,Cash
205,33,9,1,Mark Perez,37,Male,Monthly,1,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,63,800,Cash
205,33,9,1,Mark Perez,37,Male,Monthly,1,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,64,7500,Wallet
206,160,19,1,Natalie Meza,52,Female,Quarterly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,325,2100,Transfer
206,160,19,1,Natalie Meza,52,Female,Quarterly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,326,800,Wallet
207,141,11,1,Travis Miller,26,Female,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,290,2100,Wallet
207,141,11,1,Travis Miller,26,Female,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,291,2100,Transfer
207,141,11,1,Travis Miller,26,Female,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,292,7500,Wallet
208,98,20,1,Matthew Smith,52,Female,Monthly,0,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,196,2100,Wallet
209,136,10,1,Nicholas Adams,52,Male,Quarterly,0,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,280,2100,Transfer
210,117,17,1,Justin Johnson,20,Male,Quarterly,0,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,236,7500,Card
211,155,14,1,Benjamin Soto,54,Male,Quarterly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,318,800,Transfer
212,26,4,1,Shawn Arroyo,28,Female,Yearly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,51,7500,Card
213,168,18,1,Donna Martinez,44,Female,Yearly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,342,7500,Cash
213,168,18,1,Donna Martinez,44,Female,Yearly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,343,800,Wallet
213,168,18,1,Donna Martinez,44,Female,Yearly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,344,800,Card
214,185,7,1,Willie Durham,43,Female,Monthly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,375,800,Card
214,185,7,1,Willie Durham,43,Female,Monthly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,376,7500,Card
215,111,15,1,Pamela James,31,Female,Yearly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,222,7500,Cash
215,111,15,1,Pamela James,31,Female,Yearly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,223,7500,Transfer
216,59,14,1,Aimee Montoya,31,Female,Monthly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,113,7500,Wallet
216,59,14,1,Aimee Montoya,31,Female,Monthly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,114,800,Transfer
217,87,15,1,Eric Ortiz,45,Male,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,173,7500,Cash
217,87,15,1,Eric Ortiz,45,Male,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,174,800,Transfer
217,87,15,1,Eric Ortiz,45,Male,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,175,800,Cash
218,103,14,1,Kathy Rivas,45,Male,Yearly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,206,800,Transfer
218,103,14,1,Kathy Rivas,45,Male,Yearly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,207,7500,Wallet
219,187,4,1,Denise Davenport,23,Male,Monthly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,380,800,Cash
219,187,4,1,Denise Davenport,23,Male,Monthly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,381,800,Transfer
220,81,14,1,Brian Hamilton,50,Female,Quarterly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,163,800,Cash
220,81,14,1,Brian Hamilton,50,Female,Quarterly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,164,800,Transfer
220,81,14,1,Brian Hamilton,50,Female,Quarterly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,165,2100,Transfer
221,81,9,1,Brian Hamilton,50,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,163,800,Cash
221,81,9,1,Brian Hamilton,50,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,164,800,Transfer
221,81,9,1,Brian Hamilton,50,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,165,2100,Transfer
222,96,5,1,Samuel Jones,30,Female,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,192,800,Card
222,96,5,1,Samuel Jones,30,Female,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,193,800,Transfer
222,96,5,1,Samuel Jones,30,Female,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,194,2100,Card
223,176,16,1,Michael Hodge,30,Male,Yearly,1,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,360,7500,Cash
224,18,3,1,Alexandra Le,21,Male,Monthly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,39,800,Transfer
225,22,3,1,Elizabeth Fowler,26,Male,Yearly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,44,7500,Transfer
225,22,3,1,Elizabeth Fowler,26,Male,Yearly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,45,7500,Transfer
225,22,3,1,Elizabeth Fowler,26,Male,Yearly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,46,2100,Cash
226,111,4,1,Pamela James,31,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,222,7500,Cash
226,111,4,1,Pamela James,31,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,223,7500,Transfer
227,191,12,1,Diane Evans,34,Male,Monthly,0,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,389,2100,Wallet
228,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,65,800,Transfer
228,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,66,7500,Cash
228,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,67,2100,Wallet
229,16,19,1,Rebecca Henderson,28,Female,Quarterly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,33,2100,Cash
229,16,19,1,Rebecca Henderson,28,Female,Quarterly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,34,7500,Wallet
229,16,19,1,Rebecca Henderson,28,Female,Quarterly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,35,2100,Card
230,144,18,1,Kevin Kennedy,35,Female,Quarterly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,297,2100,Transfer
230,144,18,1,Kevin Kennedy,35,Female,Quarterly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,298,800,Card
231,85,4,1,Helen Jones,53,Male,Monthly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,170,2100,Wallet
231,85,4,1,Helen Jones,53,Male,Monthly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,171,7500,Cash
232,106,12,1,Denise Jones,50,Female,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,211,2100,Wallet
232,106,12,1,Denise Jones,50,Female,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,212,800,Cash
232,106,12,1,Denise Jones,50,Female,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,213,800,Card
233,171,14,1,Brandon Hayden,33,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,351,7500,Wallet
233,171,14,1,Brandon Hayden,33,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,352,800,Cash
233,171,14,1,Brandon Hayden,33,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,353,2100,Card
234,185,2,1,Willie Durham,43,Female,Monthly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,375,800,Card
234,185,2,1,Willie Durham,43,Female,Monthly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,376,7500,Card
235,74,20,1,Rita Adams,26,Female,Monthly,0,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,149,2100,Wallet
235,74,20,1,Rita Adams,26,Female,Monthly,0,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,150,7500,Wallet
236,80,12,1,Wesley White,31,Female,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,162,800,Card
237,27,19,1,Mr. Philip Cannon,42,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,52,800,Card
237,27,19,1,Mr. Philip Cannon,42,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,53,2100,Card
238,130,7,1,Lindsay Martinez,32,Female,Yearly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,265,7500,Transfer
238,130,7,1,Lindsay Martinez,32,Female,Yearly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,266,7500,Wallet
238,130,7,1,Lindsay Martinez,32,Female,Yearly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,267,7500,Transfer
239,40,16,1,Jerry Henderson,31,Male,Yearly,1,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,77,800,Wallet
239,40,16,1,Jerry Henderson,31,Male,Yearly,1,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,78,7500,Cash
240,58,4,1,Michele Carr,28,Female,Quarterly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,111,7500,Transfer
240,58,4,1,Michele Carr,28,Female,Quarterly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,112,800,Card
241,90,18,1,April Mitchell,27,Male,Monthly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,179,7500,Cash
241,90,18,1,April Mitchell,27,Male,Monthly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,180,2100,Wallet
241,90,18,1,April Mitchell,27,Male,Monthly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,181,2100,Transfer
242,95,4,1,Curtis Johnson,37,Male,Monthly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,190,7500,Wallet
242,95,4,1,Curtis Johnson,37,Male,Monthly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,191,800,Transfer
243,196,9,1,Matthew Hoover,34,Male,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,398,2100,Wallet
243,196,9,1,Matthew Hoover,34,Male,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,399,2100,Wallet
244,147,8,1,Joshua Gill,20,Male,Monthly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,303,7500,Card
244,147,8,1,Joshua Gill,20,Male,Monthly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,304,2100,Wallet
245,110,18,1,Taylor Silva,43,Male,Quarterly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,221,7500,Transfer
246,197,20,1,Andrew Shaw MD,52,Male,Yearly,0,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,400,7500,Card
247,158,18,1,Joseph Hayes,45,Female,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,323,7500,Card
248,7,20,1,Carolyn Daniel,34,Male,Yearly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,14,2100,Wallet
248,7,20,1,Carolyn Daniel,34,Male,Yearly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,15,2100,Cash
248,7,20,1,Carolyn Daniel,34,Male,Yearly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,16,7500,Card
249,169,9,1,Terri Mason,48,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,345,800,Transfer
249,169,9,1,Terri Mason,48,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,346,800,Wallet
249,169,9,1,Terri Mason,48,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,347,800,Card
250,8,6,1,William Bowman,52,Male,Quarterly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,17,2100,Wallet
250,8,6,1,William Bowman,52,Male,Quarterly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,18,2100,Transfer
250,8,6,1,William Bowman,52,Male,Quarterly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,19,800,Card
251,70,10,1,Richard Henson,38,Male,Quarterly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,139,2100,Wallet
251,70,10,1,Richard Henson,38,Male,Quarterly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,140,800,Transfer
251,70,10,1,Richard Henson,38,Male,Quarterly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,141,7500,Wallet
252,87,12,1,Eric Ortiz,45,Male,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,173,7500,Cash
252,87,12,1,Eric Ortiz,45,Male,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,174,800,Transfer
252,87,12,1,Eric Ortiz,45,Male,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,175,800,Cash
253,2,6,1,Sandra Montgomery,52,Female,Monthly,1,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,2,2100,Transfer
253,2,6,1,Sandra Montgomery,52,Female,Monthly,1,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,3,800,Transfer
254,37,19,1,Jeffrey Henderson,54,Male,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,72,2100,Transfer
255,169,13,1,Terri Mason,48,Female,Quarterly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,345,800,Transfer
255,169,13,1,Terri Mason,48,Female,Quarterly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,346,800,Wallet
255,169,13,1,Terri Mason,48,Female,Quarterly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,347,800,Card
256,18,5,1,Alexandra Le,21,Male,Monthly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,39,800,Transfer
257,190,1,1,Jennifer Villa,24,Male,Yearly,0,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,386,7500,Card
257,190,1,1,Jennifer Villa,24,Male,Yearly,0,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,387,2100,Cash
257,190,1,1,Jennifer Villa,24,Male,Yearly,0,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,388,800,Wallet
258,24,17,1,April Nguyen,41,Male,Monthly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,48,2100,Wallet
258,24,17,1,April Nguyen,41,Male,Monthly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,49,800,Card
259,56,13,1,Dr. Angel Lewis MD,22,Female,Yearly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,107,800,Transfer
260,108,15,1,Michael Mccarthy,53,Male,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,217,7500,Card
261,88,6,1,Cameron Fisher,41,Male,Quarterly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,176,2100,Card
261,88,6,1,Cameron Fisher,41,Male,Quarterly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,177,7500,Wallet
262,95,10,1,Curtis Johnson,37,Male,Monthly,0,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,190,7500,Wallet
262,95,10,1,Curtis Johnson,37,Male,Monthly,0,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,191,800,Transfer
263,185,11,1,Willie Durham,43,Female,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,375,800,Card
263,185,11,1,Willie Durham,43,Female,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,376,7500,Card
264,199,19,1,Jennifer Pena,28,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,404,800,Transfer
264,199,19,1,Jennifer Pena,28,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,405,2100,Cash
264,199,19,1,Jennifer Pena,28,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,406,2100,Transfer
265,153,3,1,Julie Alexander,43,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,315,800,Transfer
266,14,5,1,Jennifer Robinson,40,Male,Yearly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,31,7500,Transfer
267,41,20,1,Thomas Ramos,43,Female,Quarterly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,79,800,Transfer
267,41,20,1,Thomas Ramos,43,Female,Quarterly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,80,800,Wallet
268,13,3,1,Justin Baker,47,Female,Monthly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,28,2100,Card
268,13,3,1,Justin Baker,47,Female,Monthly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,29,800,Card
268,13,3,1,Justin Baker,47,Female,Monthly,1,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,30,800,Transfer
269,70,15,1,Richard Henson,38,Male,Quarterly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,139,2100,Wallet
269,70,15,1,Richard Henson,38,Male,Quarterly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,140,800,Transfer
269,70,15,1,Richard Henson,38,Male,Quarterly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,141,7500,Wallet
270,170,14,1,Andrew Reynolds,23,Female,Monthly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,348,2100,Wallet
270,170,14,1,Andrew Reynolds,23,Female,Monthly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,349,2100,Card
270,170,14,1,Andrew Reynolds,23,Female,Monthly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,350,7500,Cash
271,125,20,1,Pamela Jackson,28,Female,Quarterly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,255,800,Wallet
272,114,14,1,Daniel Graham,23,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,230,800,Cash
272,114,14,1,Daniel Graham,23,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,231,2100,Cash
272,114,14,1,Daniel Graham,23,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,232,2100,Transfer
273,70,7,1,Richard Henson,38,Male,Quarterly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,139,2100,Wallet
273,70,7,1,Richard Henson,38,Male,Quarterly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,140,800,Transfer
273,70,7,1,Richard Henson,38,Male,Quarterly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,141,7500,Wallet
274,194,17,1,Laura Hall,36,Male,Monthly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,395,2100,Wallet
275,30,12,1,Eric Carney,25,Female,Quarterly,0,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,57,7500,Wallet
276,111,4,1,Pamela James,31,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,222,7500,Cash
276,111,4,1,Pamela James,31,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,223,7500,Transfer
277,73,19,1,Evelyn Galvan,22,Male,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,147,7500,Card
277,73,19,1,Evelyn Galvan,22,Male,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,148,7500,Transfer
278,125,17,1,Pamela Jackson,28,Female,Quarterly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,255,800,Wallet
